2025-03-11 12:19:28.769 [info] Starting Python Locator /home/kraoshin/.vscode-server/extensions/ms-python.python-2025.2.0-linux-x64/python-env-tools/bin/pet server
2025-03-11 12:19:29.595 [info] Discovered env: /usr/bin/python3
2025-03-11 12:19:29.623 [info] Discovered env: /bin/python3
2025-03-11 12:19:29.871 [info] Discovered env: /home/kraoshin/.venv/bin/python
2025-03-11 12:19:30.020 [info] Discovered env: /home/kraoshin/venv/bin/python
2025-03-11 12:19:30.546 [info] Discovered env: /home/kraoshin/holbertonschool-hbnb/bin/python
2025-03-11 12:45:55.679 [info] Resolved Python Environment /bin/python3
2025-03-11 12:46:27.698 [info] Resolved Python Environment /bin/python3
2025-03-11 12:49:05.674 [info] Resolved Python Environment /bin/python3
2025-03-11 12:49:45.440 [info] Resolved Python Environment /bin/python3
2025-03-11 12:50:19.388 [info] Resolved Python Environment /bin/python3
2025-03-11 12:50:52.046 [info] Resolved Python Environment /bin/python3
2025-03-11 12:51:55.059 [info] Resolved Python Environment /bin/python3
2025-03-11 12:52:31.124 [info] Resolved Python Environment /bin/python3
2025-03-11 12:53:24.915 [info] Resolved Python Environment /bin/python3
2025-03-11 12:54:58.272 [info] Resolved Python Environment /bin/python3
2025-03-11 12:56:10.315 [info] Resolved Python Environment /bin/python3
2025-03-11 12:57:02.273 [info] Resolved Python Environment /bin/python3
2025-03-11 12:59:00.470 [info] Resolved Python Environment /bin/python3
2025-03-11 12:59:41.214 [info] Resolved Python Environment /bin/python3
2025-03-11 13:01:24.240 [info] Resolved Python Environment /bin/python3
2025-03-11 13:01:57.176 [info] Resolved Python Environment /bin/python3
2025-03-11 13:02:56.251 [info] Resolved Python Environment /bin/python3
2025-03-11 13:04:13.258 [info] Resolved Python Environment /bin/python3
2025-03-11 13:04:48.705 [info] Resolved Python Environment /bin/python3
2025-03-11 13:05:51.579 [info] Resolved Python Environment /bin/python3
2025-03-11 13:06:39.570 [info] Resolved Python Environment /bin/python3
2025-03-11 13:07:21.957 [info] Resolved Python Environment /bin/python3
2025-03-11 13:08:12.536 [info] Resolved Python Environment /bin/python3
2025-03-11 13:09:23.895 [info] Resolved Python Environment /bin/python3
2025-03-11 13:10:41.690 [info] Resolved Python Environment /bin/python3
2025-03-11 13:11:30.949 [info] Resolved Python Environment /bin/python3
2025-03-11 13:19:10.862 [info] Resolved Python Environment /bin/python3
2025-03-11 13:21:15.621 [info] Resolved Python Environment /bin/python3
2025-03-11 13:23:02.236 [info] Resolved Python Environment /bin/python3
2025-03-11 13:26:49.201 [info] Resolved Python Environment /bin/python3
2025-03-11 13:27:59.415 [info] Resolved Python Environment /bin/python3
2025-03-11 13:29:14.779 [info] Resolved Python Environment /bin/python3
2025-03-11 13:29:58.318 [info] Resolved Python Environment /bin/python3
2025-03-11 13:32:04.344 [info] Resolved Python Environment /bin/python3
2025-03-11 13:32:37.814 [info] Resolved Python Environment /bin/python3
2025-03-11 13:33:11.228 [info] Resolved Python Environment /bin/python3
2025-03-11 13:34:11.950 [info] Resolved Python Environment /bin/python3
2025-03-11 13:35:40.645 [info] Resolved Python Environment /bin/python3
2025-03-11 13:38:43.652 [info] Resolved Python Environment /bin/python3
2025-03-11 13:39:42.784 [info] Resolved Python Environment /bin/python3
2025-03-11 13:41:30.931 [info] Resolved Python Environment /bin/python3
2025-03-11 13:42:01.859 [info] Resolved Python Environment /bin/python3
2025-03-11 13:42:37.299 [info] Resolved Python Environment /bin/python3
2025-03-11 13:43:57.381 [info] Resolved Python Environment /bin/python3
2025-03-11 13:45:23.124 [info] Resolved Python Environment /bin/python3
2025-03-11 13:46:21.251 [info] Resolved Python Environment /bin/python3
2025-03-11 13:47:19.769 [info] Resolved Python Environment /bin/python3
2025-03-11 13:47:56.362 [info] Resolved Python Environment /bin/python3
2025-03-11 13:48:48.586 [info] Resolved Python Environment /bin/python3
2025-03-11 13:51:14.387 [info] Resolved Python Environment /bin/python3
2025-03-11 13:51:48.147 [info] Resolved Python Environment /bin/python3
2025-03-11 13:52:54.825 [info] Resolved Python Environment /bin/python3
2025-03-11 13:53:44.326 [info] Resolved Python Environment /bin/python3
2025-03-11 13:54:31.749 [info] Resolved Python Environment /bin/python3
2025-03-11 13:56:12.961 [info] Resolved Python Environment /bin/python3
2025-03-11 14:00:20.192 [info] Resolved Python Environment /bin/python3
2025-03-11 14:02:54.436 [info] Resolved Python Environment /bin/python3
2025-03-11 14:06:54.248 [info] Resolved Python Environment /bin/python3
2025-03-11 14:09:28.385 [info] Resolved Python Environment /bin/python3
2025-03-11 14:10:25.882 [info] Resolved Python Environment /bin/python3
2025-03-11 14:15:19.607 [info] Resolved Python Environment /bin/python3
2025-03-11 14:16:20.061 [info] Resolved Python Environment /bin/python3
2025-03-11 14:17:29.889 [info] Resolved Python Environment /bin/python3
2025-03-11 14:20:45.416 [info] Resolved Python Environment /bin/python3
2025-03-11 14:23:45.306 [info] Resolved Python Environment /bin/python3
2025-03-11 14:24:17.299 [info] Resolved Python Environment /bin/python3
2025-03-11 14:24:50.199 [info] Resolved Python Environment /bin/python3
2025-03-11 14:26:42.956 [info] Resolved Python Environment /bin/python3
